Count,Rk,Name,Inducted,Yrs,From,To,ASG,WAR/pos,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,GDP,SF,SH,BA,OBP,SLG,OPS
1,33,Jim Bunning,1996,17,1955,1971,9,-0.9,601,1401,1275,82,213,21,4,7,75,0,2,34,362,0,36,6,85,0.167,0.188,0.206,0.395
1,34,Jesse Burkett,1946,16,1890,1905,0,62.8,2067,9629,8426,1720,2850,320,182,75,952,389,,1029,613,,,,90,0.338,0.415,0.446,0.861
1,35,Roy Campanella,1969,18,1937,1957,11,41.8,1432,5656,4956,771,1403,226,30,259,1015,35,20,608,501,113,143,18,43,0.283,0.364,0.498,0.861
1,36,Rod Carew,1991,19,1967,1985,18,81.2,2469,10550,9315,1424,3053,445,112,92,1015,353,187,1018,1028,144,216,64,128,0.328,0.393,0.429,0.822
1,37,Max Carey,1961,20,1910,1929,0,55.3,2476,10772,9363,1545,2665,419,159,70,802,738,112,1040,695,1,,,290,0.285,0.361,0.386,0.747
1,38,Steve Carlton,1994,24,1965,1988,10,6.1,699,1881,1719,123,346,49,6,13,140,2,2,41,413,0,33,13,94,0.201,0.223,0.259,0.482
1,39,Gary Carter,2003,19,1974,1992,11,70.2,2296,9019,7971,1025,2092,371,31,324,1225,39,42,848,997,106,180,99,33,0.262,0.335,0.439,0.773
1,40,Orlando Cepeda,1999,17,1958,1974,11,50.1,2124,8699,7927,1131,2351,417,27,379,1365,142,80,588,1169,154,218,74,4,0.297,0.35,0.499,0.849
1,41,Frank Chance,1946,17,1898,1914,0,46,1288,5138,4299,798,1274,200,79,20,596,403,0,556,320,,,,111,0.296,0.394,0.394,0.788
1,42,Oscar Charleston,1976,18,1920,1941,3,48.6,916,3920,3313,855,1207,240,80,143,853,209,,479,,,,,100,0.364,0.449,0.615,1.063
1,43,Jack Chesbro,1946,11,1899,1909,0,0.2,393,1155,1103,85,217,37,13,5,82,5,,25,269,,,,21,0.197,0.216,0.267,0.483
1,44,Fred Clarke,1945,21,1894,1915,0,67.9,2246,9864,8584,1622,2678,361,220,67,1015,509,0,875,511,,,,225,0.312,0.386,0.429,0.814
1,45,John Clarkson,1963,12,1882,1894,0,-1.8,546,2060,1974,254,432,73,26,24,232,31,,81,382,,,,4,0.219,0.25,0.319,0.569
1,46,Roberto Clemente,1973,18,1955,1972,15,94.8,2433,10212,9454,1416,3000,440,166,240,1305,83,46,621,1230,167,275,66,36,0.317,0.359,0.475,0.834
1,47,Ty Cobb,1936,24,1905,1928,0,151.4,3034,13103,11440,2245,4189,724,295,117,1944,897,212,1249,680,0,,,292,0.366,0.433,0.512,0.944
1,48,Mickey Cochrane,1947,13,1925,1937,2,49.9,1482,6211,5169,1041,1652,333,64,119,830,64,45,857,217,8,,,151,0.32,0.419,0.478,0.897
1,49,Eddie Collins,1939,25,1906,1930,0,124.4,2826,12087,9949,1821,3315,438,187,47,1299,741,195,1499,467,1,,,512,0.333,0.424,0.429,0.853
1,50,Jimmy Collins,1945,14,1895,1908,0,53.3,1725,7460,6795,1055,1999,352,116,65,983,194,,426,266,,,,147,0.294,0.343,0.409,0.752
1,51,Earle Combs,1970,12,1924,1935,0,44.7,1455,6514,5746,1186,1866,309,154,58,633,98,71,670,278,8,,,74,0.325,0.397,0.462,0.859
1,52,Charlie Comiskey,1939,13,1882,1894,0,7.7,1390,6040,5796,992,1529,207,68,28,883,416,,197,132,,,,5,0.264,0.293,0.337,0.63
1,53,Jocko Conlan,1974,2,1934,1935,0,-0.6,128,417,365,55,96,18,4,0,31,5,5,33,13,0,,,17,0.263,0.328,0.334,0.662
1,54,Roger Connor,1976,18,1880,1897,0,84.3,1998,8847,7797,1620,2467,441,233,138,1323,244,,1002,455,,,,9,0.316,0.397,0.486,0.883
1,55,Andy Cooper,2006,14,1920,1939,2,-0.7,298,654,580,46,105,10,8,3,35,0,,26,,0,,,47,0.181,0.217,0.241,0.459
1,56,Stan Coveleski,1969,14,1912,1928,0,-5.1,451,1196,1058,70,168,26,10,1,81,0,1,53,309,0,,,72,0.159,0.202,0.205,0.407
1,57,Bobby Cox,2014,2,1968,1969,0,0.9,220,719,628,50,141,22,2,9,58,3,3,75,126,14,17,7,3,0.225,0.31,0.309,0.619
1,58,Sam Crawford,1957,19,1899,1917,0,75.3,2517,10625,9570,1391,2961,458,309,97,1523,367,43,760,580,,,,241,0.309,0.362,0.452,0.814
1,59,Joe Cronin,1956,20,1926,1945,7,64.7,2124,8840,7579,1233,2285,515,118,170,1424,87,71,1059,700,41,57,,166,0.301,0.39,0.468,0.857
1,60,Candy Cummings,1939,6,1872,1877,0,-2.1,247,1084,1068,149,227,29,9,0,107,3,2,16,51,,4,,,0.213,0.224,0.257,0.481
1,61,Kiki Cuyler,1968,18,1921,1938,1,47.9,1879,8100,7161,1305,2299,394,157,128,1065,328,127,676,752,17,53,,176,0.321,0.386,0.474,0.86
1,62,Ray Dandridge,1987,8,1933,1944,3,5.1,246,1000,927,144,296,55,19,4,146,20,,58,,0,,,14,0.319,0.36,0.433,0.793
1,63,George Davis,1998,20,1890,1909,0,84.9,2372,10188,9045,1545,2665,453,163,73,1440,619,,874,613,,,,184,0.295,0.362,0.405,0.767
1,64,Andre Dawson,2010,21,1976,1996,8,64.8,2627,10769,9927,1373,2774,503,98,438,1591,314,109,589,1509,143,217,118,24,0.279,0.323,0.482,0.806
1,65,Leon Day,1995,10,1934,1946,9,4,204,653,601,100,189,30,10,6,93,5,,45,,0,,0,7,0.314,0.362,0.428,0.79
1,66,Dizzy Dean,1953,12,1930,1947,4,2.2,325,766,717,76,161,23,4,8,76,5,3,9,104,0,12,,39,0.225,0.235,0.301,0.536
1,67,Ed Delahanty,1945,16,1888,1903,0,69.6,1837,8402,7510,1600,2597,522,186,101,1466,456,,742,439,,,,54,0.346,0.411,0.505,0.917
1,68,Bill Dickey,1954,17,1928,1946,11,56.4,1789,7065,6300,930,1969,343,72,202,1209,36,32,678,289,101,49,,51,0.313,0.382,0.486,0.868
1,69,Mart¡n Dihigo,1977,9,1923,1945,2,12.6,397,1640,1418,290,436,71,19,68,309,47,,184,,0,,,32,0.307,0.389,0.528,0.918
1,70,Joe DiMaggio,1955,13,1936,1951,13,79.2,1736,7672,6821,1390,2214,389,131,361,1537,30,9,790,369,111,130,,14,0.325,0.398,0.579,0.977
1,71,Larry Doby,1998,17,1942,1959,9,56.5,1674,6920,5883,1080,1697,276,72,273,1099,64,36,945,1011,60,97,25,27,0.288,0.389,0.499,0.888
1,72,Bobby Doerr,1986,14,1937,1951,9,51.5,1865,8030,7093,1094,2042,381,89,223,1247,54,64,809,608,53,187,,115,0.288,0.362,0.461,0.823
1,73,Don Drysdale,1984,14,1956,1969,9,5.8,547,1309,1169,96,218,26,7,29,113,0,2,60,370,0,34,6,69,0.186,0.228,0.295,0.523
1,74,Hugh Duffy,1945,17,1888,1906,0,43.1,1737,7842,7044,1554,2293,325,119,106,1302,574,,664,268,,,,104,0.326,0.386,0.451,0.837
1,75,Leo Durocher,1994,17,1925,1945,3,4.3,1637,5829,5350,575,1320,210,56,24,567,31,41,377,480,34,109,,82,0.247,0.299,0.32,0.619
1,76,Dennis Eckersley,2004,24,1975,1998,6,-0.2,218,196,181,9,24,3,0,3,12,0,0,9,84,0,1,1,5,0.133,0.173,0.199,0.372
1,77,Johnny Evers,1946,18,1902,1929,0,47.7,1784,7230,6137,919,1659,216,70,12,536,324,26,778,293,0,,,256,0.27,0.356,0.334,0.69
1,78,Buck Ewing,1939,18,1880,1897,0,48,1315,5772,5363,1129,1625,250,178,71,883,354,,392,294,,,,8,0.303,0.351,0.456,0.807
1,79,Red Faber,1964,20,1914,1933,0,-3.7,670,1559,1269,98,170,21,2,3,71,7,0,169,479,0,,,104,0.134,0.24,0.161,0.401
1,80,Bob Feller,1962,18,1936,1956,8,-1.7,570,1486,1282,99,193,28,13,8,99,1,2,100,505,0,15,0,100,0.151,0.214,0.211,0.425
1,81,Rick Ferrell,1984,18,1929,1947,8,30.8,1884,7076,6028,687,1692,324,45,28,734,29,35,931,277,68,55,,103,0.281,0.378,0.363,0.741
1,82,Rollie Fingers,1992,17,1968,1985,7,0.6,497,201,180,10,31,3,0,2,9,0,0,3,45,0,2,0,18,0.172,0.186,0.222,0.408
1,83,Carlton Fisk,2000,24,1969,1993,11,68.5,2499,9853,8756,1276,2356,421,47,376,1330,128,58,849,1386,105,204,79,26,0.269,0.341,0.457,0.797
1,84,Elmer Flick,1963,13,1898,1910,0,52.7,1483,6434,5597,950,1752,268,164,48,756,330,,597,567,,,,121,0.313,0.389,0.445,0.834
1,85,Whitey Ford,1974,16,1950,1967,10,3.5,500,1208,1023,91,177,19,0,3,69,3,2,113,224,0,10,4,65,0.173,0.256,0.2,0.457
1,86,Bill Foster,1996,14,1923,1937,2,1.5,264,644,577,68,126,11,6,4,49,1,,35,,0,,,32,0.218,0.263,0.279,0.542
